"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint signaling","8/117","123/18800",1.0035624662545e-06,1.90469948492221e-05,1.61724390926526e-05,"CDC45/CDC6/CDK1/CHEK1/CLSPN/DTL/GTSE1/ORC1",8
"GO:0051656","BP","GO:0051656","establishment of organelle localization","13/117","404/18800",1.40946436439237e-06,2.64195633299292e-05,2.24323460047142e-05,"AURKB/CCNB1/CDCA5/CDCA8/CENPA/DLGAP5/ESPL1/KIF2C/KIFC1/NUF2/SDC1/SPAG5/UCHL1",13
"GO:0000910","BP","GO:0000910","cytokinesis","9/117","174/18800",1.42071524696523e-06,2.64195633299292e-05,2.24323460047142e-05,"AURKB/CDC6/CENPA/CEP55/E2F8/ESPL1/KIF20A/KIF4A/PLK4",9
"GO:0034502","BP","GO:0034502","protein localization to chromosome","7/117","93/18800",1.83774454104593e-06,3.38328770006555e-05,2.87268488784548e-05,"AURKB/CDCA5/CDK1/CENPA/ESCO2/HASPIN/TTK",7
"GO:0000076","BP","GO:0000076","DNA replication checkpoint signaling","4/117","17/18800",3.18520413406594e-06,5.80590179288654e-05,4.92968018664714e-05,"CDC45/CDC6/CLSPN/ORC1",4
"GO:0033260","BP","GO:0033260","nuclear DNA replication","5/117","38/18800",3.64910866445697e-06,6.58628338359342e-05,5.59228727215542e-05,"CDC45/GINS1/MCM2/MCM4/RAD51",5
"GO:0034501","BP","GO:0034501","protein localization to kinetochore","4/117","19/18800",5.13766149226575e-06,9.09464885313582e-05,7.72209242511604e-05,"AURKB/CDK1/HASPIN/TTK",4
"GO:1903083","BP","GO:1903083","protein localization to condensed chromosome","4/117","19/18800",5.13766149226575e-06,9.09464885313582e-05,7.72209242511604e-05,"AURKB/CDK1/HASPIN/TTK",4
"GO:0016572","BP","GO:0016572","histone phosphorylation","5/117","45/18800",8.579052897953e-06,0.000150419394144109,0.000127718231112383,"AURKB/CCNA2/CDK1/CHEK1/HASPIN",5
"GO:0006275","BP","GO:0006275","regulation of DNA replication","7/117","131/18800",1.78256788532912e-05,0.000309595044989709,0.00026287123234496,"CCNA2/CDC6/CDK1/E2F8/ESCO2/GINS1/GINS2",7
"GO:0033314","BP","GO:0033314","mitotic DNA replication checkpoint signaling","3/117","10/18800",2.73067542632858e-05,0.000467918570780544,0.000397300710488641,"CDC6/CLSPN/ORC1",3
"GO:0007131","BP","GO:0007131","reciprocal meiotic recombination","5/117","57/18800",2.77040327078106e-05,0.000467918570780544,0.000397300710488641,"RAD51/RAD51AP1/RAD54L/TOP2A/TRIP13",5
"GO:0140527","BP","GO:0140527","reciprocal homologous recombination","5/117","57/18800",2.77040327078106e-05,0.000467918570780544,0.000397300710488641,"RAD51/RAD51AP1/RAD54L/TOP2A/TRIP13",5
"GO:0035825","BP","GO:0035825","homologous recombination","5/117","59/18800",3.279838347681e-05,0.000548925672552793,0.000466082291512563,"RAD51/RAD51AP1/RAD54L/TOP2A/TRIP13",5
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","6/117","100/18800",3.78145070239825e-05,0.00062717574262299,0.000532522929640722,"AURKB/CENPA/CEP55/ESPL1/KIF20A/KIF4A",6
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","9/117","263/18800",3.96626701929766e-05,0.000651955141297053,0.000553562643200848,"AURKB/CDK1/E2F8/FOXM1/GINS1/GINS2/NEK2/RAD51/RAD51AP1",9
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","4/117","33/18800",5.07113490595229e-05,0.000826191093969749,0.000701503058718132,"CCNB2/TOP2A/TRIP13/TTK",4
"GO:0007095","BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","4/117","35/18800",6.42689918120382e-05,0.00103788784145581,0.000881250718752325,"CDK1/CHEK1/CLSPN/DTL",4
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","5/117","71/18800",8.03803649322913e-05,0.00127984146940378,0.00108668891738735,"CENPA/CEP55/ESPL1/KIF20A/KIF4A",5
"GO:0007100","BP","GO:0007100","mitotic centrosome separation","3/117","14/18800",8.13370189680836e-05,0.00127984146940378,0.00108668891738735,"CHEK1/KIF11/NEK2",3
"GO:0051984","BP","GO:0051984","positive regulation of chromosome segregation","3/117","14/18800",8.13370189680836e-05,0.00127984146940378,0.00108668891738735,"AURKB/CCNB1/CDC6",3
"GO:0070192","BP","GO:0070192","chromosome organization involved in meiotic cell cycle","5/117","72/18800",8.5952863081752e-05,0.00134101034689411,0.00113862624153793,"BUB1/BUB1B/CCNE1/RAD51/TRIP13",5
"GO:2000278","BP","GO:2000278","regulation of DNA biosynthetic process","6/117","119/18800",0.000100025869878469,0.00153989995887712,0.00130749960772607,"AURKB/CHEK1/GINS1/GINS2/NEK2/PIF1",6
"GO:0051299","BP","GO:0051299","centrosome separation","3/117","15/18800",0.000101210154820278,0.00153989995887712,0.00130749960772607,"CHEK1/KIF11/NEK2",3
"GO:0051315","BP","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","3/117","15/18800",0.000101210154820278,0.00153989995887712,0.00130749960772607,"AURKB/KIF2C/NUF2",3
"GO:0044773","BP","GO:0044773","mitotic DNA damage checkpoint signaling","5/117","81/18800",0.000150551700284202,0.00227184983789521,0.0019289842529943,"CDK1/CHEK1/CLSPN/DTL/GTSE1",5
"GO:0000723","BP","GO:0000723","telomere maintenance","6/117","132/18800",0.000176768063538222,0.00264577239816152,0.00224647474843184,"AURKB/CCNE1/EXO1/NEK2/PIF1/RAD51",6
"GO:0048146","BP","GO:0048146","positive regulation of fibroblast proliferation","4/117","48/18800",0.000224410904995502,0.00333177803303806,0.00282894901458676,"CCNA2/CCNB1/CDC6/IGF1",4
"GO:0032465","BP","GO:0032465","regulation of cytokinesis","5/117","91/18800",0.000260097078337311,0.00383070976975192,0.00325258241120764,"AURKB/CDC6/E2F8/KIF20A/PLK4",5
"GO:0051445","BP","GO:0051445","regulation of meiotic cell cycle","4/117","51/18800",0.000284103589949705,0.00414070433378447,0.00351579286753191,"CDC20/RAD51AP1/TRIP13/TTK",4
"GO:0001832","BP","GO:0001832","blastocyst growth","3/117","21/18800",0.000287892533799246,0.00414070433378447,0.00351579286753191,"CHEK1/GINS1/IGF1",3
"GO:0007063","BP","GO:0007063","regulation of sister chromatid cohesion","3/117","21/18800",0.000287892533799246,0.00414070433378447,0.00351579286753191,"BUB1/CDCA5/ESPL1",3
"GO:0000079","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","5/117","98/18800",0.00036693368667007,0.00523662726480309,0.00444632007103267,"CCNA2/CCNB1/CCNB2/CCNE1/CDC6",5
"GO:0051383","BP","GO:0051383","kinetochore organization","3/117","23/18800",0.000379889186881752,0.00537981533114851,0.00456789831999516,"CENPA/DLGAP5/NUF2",3
"GO:1904029","BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","5/117","101/18800",0.000421696275464916,0.00592628124527413,0.00503189207766493,"CCNA2/CCNB1/CCNB2/CCNE1/CDC6",5
"GO:0051307","BP","GO:0051307","meiotic chromosome separation","3/117","25/18800",0.000488908911374687,0.0068187977715212,0.00578971079259498,"ESPL1/TOP2A/TTK",3
"GO:0051785","BP","GO:0051785","positive regulation of nuclear division","4/117","59/18800",0.000498001090606165,0.00689338351733797,0.00585304012307206,"DLGAP5/ESPL1/IGF1/RAD51AP1",4
"GO:0032200","BP","GO:0032200","telomere organization","6/117","162/18800",0.000530810648398325,0.00729270450523371,0.00619209593771809,"AURKB/CCNE1/EXO1/NEK2/PIF1/RAD51",6
"GO:2000779","BP","GO:2000779","regulation of double-strand break repair","5/117","110/18800",0.000623341861214926,0.00850053604812355,0.00721764260354125,"CHEK1/FOXM1/POLQ/RAD51/RAD51AP1",5
"GO:2000242","BP","GO:2000242","negative regulation of reproductive process","4/117","63/18800",0.000639445318675421,0.00865602082118713,0.00734966175102941,"EAF2/IGF1/TRIP13/TTK",4
"GO:0007064","BP","GO:0007064","mitotic sister chromatid cohesion","3/117","28/18800",0.000686974551180867,0.00916463875886939,0.00778151951566428,"CDC20/CDCA5/HASPIN",3
"GO:0010971","BP","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","3/117","28/18800",0.000686974551180867,0.00916463875886939,0.00778151951566428,"CCNB1/CDK1/DTL",3
"GO:0001824","BP","GO:0001824","blastocyst development","5/117","113/18800",0.000704400446628622,0.00929789028116145,0.00789466083508663,"CHEK1/GINS1/IGF1/NEK2/RRM2",5
"GO:0001701","BP","GO:0001701","in utero embryonic development","9/117","387/18800",0.000707063899708095,0.00929789028116145,0.00789466083508663,"CCNB1/CCNB2/CHEK1/E2F8/GINS1/IGF1/NEK2/PLK4/RRM2",9
"GO:0045143","BP","GO:0045143","homologous chromosome segregation","4/117","65/18800",0.000719895007259747,0.00939948020117159,0.00798091889347312,"CCNE1/ESPL1/PTTG1/TRIP13",4
"GO:0000077","BP","GO:0000077","DNA damage checkpoint signaling","5/117","115/18800",0.000762656978051012,0.00975191445554256,0.00828016407929369,"CDK1/CHEK1/CLSPN/DTL/GTSE1",5
"GO:0030970","BP","GO:0030970","retrograde protein transport, ER to cytosol","3/117","29/18800",0.000762778751547055,0.00975191445554256,0.00828016407929369,"DERL3/HERPUD1/HSP90B1",3
"GO:1903513","BP","GO:1903513","endoplasmic reticulum to cytosol transport","3/117","29/18800",0.000762778751547055,0.00975191445554256,0.00828016407929369,"DERL3/HERPUD1/HSP90B1",3
"GO:0042770","BP","GO:0042770","signal transduction in response to DNA damage","6/117","174/18800",0.000772377787985845,0.00980653453573752,0.00832654094489278,"CDK1/CHEK1/CLSPN/DTL/FOXM1/GTSE1",6
"GO:2000241","BP","GO:2000241","regulation of reproductive process","6/117","176/18800",0.000819764187996702,0.0103368895212461,0.00877685522116152,"CDC20/EAF2/IGF1/RAD51AP1/TRIP13/TTK",6
"GO:0034508","BP","GO:0034508","centromere complex assembly","3/117","31/18800",0.000929882193391038,0.0115669805272493,0.00982130197144873,"CENPA/DLGAP5/HJURP",3
"GO:1902751","BP","GO:1902751","positive regulation of cell cycle G2/M phase transition","3/117","31/18800",0.000929882193391038,0.0115669805272493,0.00982130197144873,"CCNB1/CDK1/DTL",3
"GO:0010569","BP","GO:0010569","regulation of double-strand break repair via homologous recombination","4/117","70/18800",0.000951950886602947,0.0117620240418525,0.00998690968990022,"CHEK1/POLQ/RAD51/RAD51AP1",4
"GO:0040020","BP","GO:0040020","regulation of meiotic nuclear division","3/117","32/18800",0.00102144460131085,0.0125365300734218,0.0106445279505026,"CDC20/RAD51AP1/TRIP13",3
"GO:0051302","BP","GO:0051302","regulation of cell division","6/117","186/18800",0.00109132269048236,0.0133054640607816,0.0112974150949202,"AURKB/CDC6/E2F8/KIF18B/KIF20A/PLK4",6
"GO:2000573","BP","GO:2000573","positive regulation of DNA biosynthetic process","4/117","73/18800",0.00111399663002396,0.0134925512886454,0.0114562672824486,"AURKB/GINS1/GINS2/NEK2",4
"GO:0043161","BP","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","9/117","414/18800",0.00113577921005829,0.0135999492216602,0.0115474568136112,"CAV1/CDC20/DERL3/DTL/HERPUD1/HSP90B1/PBK/UBE2C/UCHL1",9
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","7/117","257/18800",0.00113763833793355,0.0135999492216602,0.0115474568136112,"BHLHA15/CAV1/CHAC1/DERL3/HERPUD1/HSP90B1/XBP1",7
"GO:0042113","BP","GO:0042113","B cell activation","8/117","336/18800",0.00120787451297517,0.0143464321186276,0.0121812811665068,"CD38/EXO1/HMGB3/IGLL5/MZB1/POU2AF1/TNFRSF13B/XBP1",8
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","4/117","76/18800",0.00129447390553083,0.0152764516671939,0.0129709429805214,"BHLHA15/DERL3/HERPUD1/XBP1",4
"GO:1905898","BP","GO:1905898","positive regulation of response to endoplasmic reticulum stress","3/117","35/18800",0.00132969108313776,0.0155921100895325,0.013238962510624,"CAV1/HERPUD1/XBP1",3
"GO:0007098","BP","GO:0007098","centrosome cycle","5/117","131/18800",0.00136700737790692,0.0159282315362446,0.0135243568034096,"CDK1/CHEK1/KIF11/NEK2/PLK4",5
"GO:0071312","BP","GO:0071312","cellular response to alkaloid","3/117","36/18800",0.00144403058087443,0.0167198760967913,0.0141965270612282,"CCNA2/CHEK1/RAD51",3
"GO:0048145","BP","GO:0048145","regulation of fibroblast proliferation","4/117","79/18800",0.0014944621550937,0.0171956551720469,0.014600501975751,"CCNA2/CCNB1/CDC6/IGF1",4
"GO:0050864","BP","GO:0050864","regulation of B cell activation","6/117","200/18800",0.00158164776073712,0.0180857983075592,0.0153563054899942,"CD38/HMGB3/IGLL5/MZB1/TNFRSF13B/XBP1",6
"GO:0010833","BP","GO:0010833","telomere maintenance via telomere lengthening","4/117","81/18800",0.00163915801501357,0.0184385043338579,0.0156557814321616,"AURKB/NEK2/PIF1/RAD51",4
"GO:0048144","BP","GO:0048144","fibroblast proliferation","4/117","81/18800",0.00163915801501357,0.0184385043338579,0.0156557814321616,"CCNA2/CCNB1/CDC6/IGF1",4
"GO:0009157","BP","GO:0009157","deoxyribonucleoside monophosphate biosynthetic process","2/117","10/18800",0.00167258567287032,0.0184385043338579,0.0156557814321616,"TK1/TYMS",2
"GO:0045144","BP","GO:0045144","meiotic sister chromatid segregation","2/117","10/18800",0.00167258567287032,0.0184385043338579,0.0156557814321616,"BUB1/BUB1B",2
"GO:0051177","BP","GO:0051177","meiotic sister chromatid cohesion","2/117","10/18800",0.00167258567287032,0.0184385043338579,0.0156557814321616,"BUB1/BUB1B",2
"GO:0051231","BP","GO:0051231","spindle elongation","2/117","10/18800",0.00167258567287032,0.0184385043338579,0.0156557814321616,"AURKB/KIF4A",2
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","6/117","203/18800",0.00170560000464635,0.0186905333842496,0.0158697744793222,"CDC45/CENPA/DLGAP5/HJURP/MCM2/RAD51",6
"GO:0006986","BP","GO:0006986","response to unfolded protein","5/117","139/18800",0.00177577381319484,0.019344376272732,0.016424939972559,"BHLHA15/CHAC1/DERL3/HERPUD1/XBP1",5
"GO:0032506","BP","GO:0032506","cytokinetic process","3/117","39/18800",0.00182343942937205,0.0196312981840581,0.0166685598806863,"AURKB/CEP55/KIF20A",3
"GO:0032570","BP","GO:0032570","response to progesterone","3/117","39/18800",0.00182343942937205,0.0196312981840581,0.0166685598806863,"CAV1/CD38/TYMS",3
"GO:0007135","BP","GO:0007135","meiosis II","2/117","11/18800",0.00203596552982718,0.02149236193828,0.0182487535254557,"BUB1/BUB1B",2
"GO:0061983","BP","GO:0061983","meiosis II cell cycle process","2/117","11/18800",0.00203596552982718,0.02149236193828,0.0182487535254557,"BUB1/BUB1B",2
"GO:1904668","BP","GO:1904668","positive regulation of ubiquitin protein ligase activity","2/117","11/18800",0.00203596552982718,0.02149236193828,0.0182487535254557,"CDC20/UBE2C",2
"GO:0030433","BP","GO:0030433","ubiquitin-dependent ERAD pathway","4/117","86/18800",0.00204300018424715,0.02149236193828,0.0182487535254557,"CAV1/DERL3/HERPUD1/HSP90B1",4
"GO:0031023","BP","GO:0031023","microtubule organizing center organization","5/117","145/18800",0.00213646773773905,0.0223479380975999,0.018975206881235,"CDK1/CHEK1/KIF11/NEK2/PLK4",5
"GO:0051053","BP","GO:0051053","negative regulation of DNA metabolic process","5/117","148/18800",0.00233560422816939,0.0242929230737844,0.0206266564307555,"CDC6/CHEK1/PIF1/POLQ/SUB1",5
"GO:0044771","BP","GO:0044771","meiotic cell cycle phase transition","2/117","12/18800",0.0024332368584606,0.0248866058690331,0.0211307411392631,"CCNB2/TTK",2
"GO:0051255","BP","GO:0051255","spindle midzone assembly","2/117","12/18800",0.0024332368584606,0.0248866058690331,0.0211307411392631,"AURKB/KIF4A",2
"GO:0070601","BP","GO:0070601","centromeric sister chromatid cohesion","2/117","12/18800",0.0024332368584606,0.0248866058690331,0.0211307411392631,"BUB1/BUB1B",2
"GO:0045840","BP","GO:0045840","positive regulation of mitotic nuclear division","3/117","44/18800",0.00258353039454617,0.0262777870517099,0.0223119664780521,"DLGAP5/ESPL1/IGF1",3
"GO:0006282","BP","GO:0006282","regulation of DNA repair","5/117","152/18800",0.00262172042851848,0.0265197104884754,0.0225173790419314,"CHEK1/FOXM1/POLQ/RAD51/RAD51AP1",5
"GO:0045047","BP","GO:0045047","protein targeting to ER","3/117","45/18800",0.00275561660180358,0.0277218041744284,0.023538053803154,"HERPUD1/SPCS2/TRAM2",3
"GO:0001833","BP","GO:0001833","inner cell mass cell proliferation","2/117","13/18800",0.00286397103227979,0.0281955650824978,0.0239403151305121,"CHEK1/GINS1",2
"GO:0007144","BP","GO:0007144","female meiosis I","2/117","13/18800",0.00286397103227979,0.0281955650824978,0.0239403151305121,"CCNB2/TRIP13",2
"GO:1900262","BP","GO:1900262","regulation of DNA-directed DNA polymerase activity","2/117","13/18800",0.00286397103227979,0.0281955650824978,0.0239403151305121,"GINS1/GINS2",2
"GO:1900264","BP","GO:1900264","positive regulation of DNA-directed DNA polymerase activity","2/117","13/18800",0.00286397103227979,0.0281955650824978,0.0239403151305121,"GINS1/GINS2",2
"GO:0007019","BP","GO:0007019","microtubule depolymerization","3/117","46/18800",0.00293461216209057,0.0287373456936635,0.0244003306870353,"KIF18B/KIF2C/TPX2",3
"GO:0007292","BP","GO:0007292","female gamete generation","5/117","158/18800",0.00309744110671931,0.0301713707802658,0.0256179339653476,"CCNB2/IGF1/TOP2A/TRIP13/TTK",5
"GO:0051972","BP","GO:0051972","regulation of telomerase activity","3/117","47/18800",0.00312060636600886,0.0302370332622226,0.02567368672312,"AURKB/NEK2/PIF1",3
"GO:0035966","BP","GO:0035966","response to topologically incorrect protein","5/117","160/18800",0.00326901927289738,0.0314173104624525,0.0266758375235095,"BHLHA15/CHAC1/DERL3/HERPUD1/XBP1",5
"GO:0034620","BP","GO:0034620","cellular response to unfolded protein","4/117","98/18800",0.00328270165470974,0.0314173104624525,0.0266758375235095,"BHLHA15/DERL3/HERPUD1/XBP1",4
"GO:0007018","BP","GO:0007018","microtubule-based movement","8/117","395/18800",0.00330033255309327,0.0314173104624525,0.0266758375235095,"DLGAP5/KIF11/KIF18B/KIF20A/KIF2C/KIF4A/KIFC1/UCHL1",8
"GO:0032527","BP","GO:0032527","protein exit from endoplasmic reticulum","3/117","48/18800",0.00331368606340975,0.0314173104624525,0.0266758375235095,"DERL3/HERPUD1/HSP90B1",3
"GO:1904294","BP","GO:1904294","positive regulation of ERAD pathway","2/117","14/18800",0.00332774336783174,0.0314173104624525,0.0266758375235095,"CAV1/HERPUD1",2
"GO:0010638","BP","GO:0010638","positive regulation of organelle organization","9/117","487/18800",0.00340897883119175,0.0320200511644082,0.0271876131273885,"AURKB/DLGAP5/ESPL1/IGF1/NEK2/PLK4/RAD51AP1/SDC1/SPAG5",9
"GO:0030261","BP","GO:0030261","chromosome condensation","3/117","49/18800",0.00351393569615336,0.032672503114234,0.0277415976012107,"CDCA5/CDK1/TOP2A",3
"GO:0072599","BP","GO:0072599","establishment of protein localization to endoplasmic reticulum","3/117","49/18800",0.00351393569615336,0.032672503114234,0.0277415976012107,"HERPUD1/SPCS2/TRAM2",3
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","6/117","237/18800",0.00368393371239925,0.0340810148971207,0.0289375380212266,"CDC45/CENPA/DLGAP5/HJURP/MCM2/RAD51",6
"GO:0000212","BP","GO:0000212","meiotic spindle organization","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"CCNB2/ESPL1",2
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"GINS1/MCM4",2
"GO:0010832","BP","GO:0010832","negative regulation of myotube differentiation","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"BHLHA15/XBP1",2
"GO:0016446","BP","GO:0016446","somatic hypermutation of immunoglobulin genes","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"EXO1/POLQ",2
"GO:0045842","BP","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"DLGAP5/ESPL1",2
"GO:0060707","BP","GO:0060707","trophoblast giant cell differentiation","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"E2F8/PLK4",2
"GO:1901970","BP","GO:1901970","positive regulation of mitotic sister chromatid separation","2/117","15/18800",0.00382413309291043,0.0341758690487772,0.0290180768675114,"DLGAP5/ESPL1",2
"GO:0010498","BP","GO:0010498","proteasomal protein catabolic process","9/117","496/18800",0.0038432685528626,0.0341809536513046,0.0290223941062851,"CAV1/CDC20/DERL3/DTL/HERPUD1/HSP90B1/PBK/UBE2C/UCHL1",9
"GO:0090329","BP","GO:0090329","regulation of DNA-templated DNA replication","3/117","52/18800",0.00415851318353882,0.0368068402446873,0.0312519841981536,"E2F8/GINS1/GINS2",3
"GO:0002566","BP","GO:0002566","somatic diversification of immune receptors via somatic mutation","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"EXO1/POLQ",2
"GO:0006266","BP","GO:0006266","DNA ligation","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"RAD51/TOP2A",2
"GO:0009263","BP","GO:0009263","deoxyribonucleotide biosynthetic process","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"RRM2/TYMS",2
"GO:0009265","BP","GO:0009265","2'-deoxyribonucleotide biosynthetic process","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"RRM2/TYMS",2
"GO:0046385","BP","GO:0046385","deoxyribose phosphate biosynthetic process","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"RRM2/TYMS",2
"GO:0051447","BP","GO:0051447","negative regulation of meiotic cell cycle","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"TRIP13/TTK",2
"GO:1902101","BP","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","2/117","16/18800",0.00435272331500361,0.0372714587112635,0.0316464828532698,"DLGAP5/ESPL1",2
"GO:0032210","BP","GO:0032210","regulation of telomere maintenance via telomerase","3/117","53/18800",0.00438823994388354,0.0374016191513407,0.031756999593894,"AURKB/NEK2/PIF1",3
"GO:0036503","BP","GO:0036503","ERAD pathway","4/117","109/18800",0.00479882356692065,0.0407125999387139,0.0345682900648904,"CAV1/DERL3/HERPUD1/HSP90B1",4
"GO:0061952","BP","GO:0061952","midbody abscission","2/117","17/18800",0.00491310098997565,0.0413014562673295,0.0350682767128759,"CEP55/KIF20A",2
"GO:1904355","BP","GO:1904355","positive regulation of telomere capping","2/117","17/18800",0.00491310098997565,0.0413014562673295,0.0350682767128759,"AURKB/NEK2",2
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","3/117","56/18800",0.00512304357336124,0.0428705600843547,0.036400572758093,"BUB1B/CDC20/UBE2C",3
"GO:0007096","BP","GO:0007096","regulation of exit from mitosis","2/117","18/18800",0.00550485689098463,0.0450419623835676,0.0382442689268406,"CDCA5/UBE2C",2
"GO:0031145","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process","2/117","18/18800",0.00550485689098463,0.0450419623835676,0.0382442689268406,"CDC20/UBE2C",2
"GO:0051382","BP","GO:0051382","kinetochore assembly","2/117","18/18800",0.00550485689098463,0.0450419623835676,0.0382442689268406,"CENPA/DLGAP5",2
"GO:0051782","BP","GO:0051782","negative regulation of cell division","2/117","18/18800",0.00550485689098463,0.0450419623835676,0.0382442689268406,"AURKB/E2F8",2
"GO:1905820","BP","GO:1905820","positive regulation of chromosome separation","2/117","18/18800",0.00550485689098463,0.0450419623835676,0.0382442689268406,"DLGAP5/ESPL1",2
